user_message,crisis_label,severity_level,suggested_helpline_id
"Hit and run case at main road, victim is unconscious.",Road Accident,4,ambulance_108
"Emergency! I want to ending my life, I can't take it anymore.",Mental Health Crisis,4,mental_health
I am being chasing by a guy at office.,Women Safety,5,women_1091
Electric short circuit caused a fire in market.,Fire Emergency,5,fire_101
"Please help, I am alone and group of men is abusing me.",Women Safety,4,women_1091
"I want to suicide, I can't take it anymore.",Mental Health Crisis,5,mental_health
"Help! I need someone to talk to, I am hopeless. I am scared.",Mental Health Crisis,3,mental_health
A car hit a pedestrian at junction.,Road Accident,5,ambulance_108
"Help! Reporting child labor at temple, little girl is working there.",Child Helpline,5,child_1098
"Lost child found at factory, looks bruised.",Child Helpline,5,child_1098
"Domestic violence happening at my neighbor's house, he is abusing her.",Domestic Violence,5,women_1091
"Urgent. Reporting a phishing link scam, they stole my identity.",Cyber Crime,1,cyber_1930
I received a fake call asking for OTP.,Cyber Crime,3,cyber_1930
A truck hit a pedestrian at bridge.,Road Accident,5,ambulance_108
Help! The office is on fire! Call police.,Fire Emergency,5,fire_101
I found a little girl who is injured at factory.,Child Helpline,3,child_1098
"Please help. Bad accident on the junction, stuck inside.",Road Accident,4,ambulance_108
There is a huge fire at building!,Fire Emergency,5,fire_101
Please help. Lost money from my bank account due to fake call. Please hurry.,Cyber Crime,3,cyber_1930
There is a spreading fire at school!,Fire Emergency,5,fire_101
"Need ambulance immediately at main road, truck accident.",Road Accident,4,ambulance_108
"Emergency! Reporting a phishing link scam, they stole my money.",Cyber Crime,3,cyber_1930
"Fire broke out in the factory, people are trapped. Please hurry.",Fire Emergency,5,fire_101
I found a baby who is hungry at street. Call police.,Child Helpline,5,child_1098
I found a baby who is crying at park. Need help now.,Child Helpline,5,child_1098
"Please save me, my partner is trying to hitting me.",Domestic Violence,3,women_1091
"Please help, I am alone and stranger is stalking me.",Women Safety,5,women_1091
My photos are being hacked on whatsapp.,Cyber Crime,3,cyber_1930
"Reporting a lottery scam scam, they stole my money. Need help now.",Cyber Crime,3,cyber_1930
Help! There is a spreading fire at market!,Fire Emergency,5,fire_101
"Emergency! Need ambulance immediately at bridge, bike accident.",Road Accident,4,ambulance_108
"I am scared of my brother-in-law, he is abusing me.",Domestic Violence,3,women_1091
"Please help, I am alone and group of men is abusing me.",Women Safety,4,women_1091
There is a small fire at kitchen!,Fire Emergency,5,fire_101
"I need someone to talk to, I am anxious. Call police.",Mental Health Crisis,3,mental_health
My father is beating me.,Domestic Violence,4,women_1091
I am being touching by a driver at the bus stop. Please hurry.,Women Safety,4,women_1091
"Reporting child labor at street, kid is working there.",Child Helpline,3,child_1098
I see sparks coming from the school. Call police.,Fire Emergency,5,fire_101
Urgent. Help! The slum area is on fire!,Fire Emergency,5,fire_101
"I want to killing myself, I can't take it anymore.",Mental Health Crisis,5,mental_health
"Help! I think I am being harassing, he is following me.",Women Safety,3,women_1091
"Everything feels pointless, I just want to taking pills.",Mental Health Crisis,4,mental_health
A truck hit a child at highway.,Road Accident,4,ambulance_108
"Domestic violence happening at my neighbor's house, he is locking her.",Domestic Violence,4,women_1091
I received a UPI fraud asking for identity.,Cyber Crime,1,cyber_1930
My father is hitting me.,Domestic Violence,4,women_1091
"Reporting a lottery scam scam, they stole my details. Need help now.",Cyber Crime,2,cyber_1930
A child is being trafficked in the shop.,Child Helpline,5,child_1098
A bike hit a old man at bridge.,Road Accident,5,ambulance_108
"Reporting child labor at temple, minor is working there. I am scared.",Child Helpline,4,child_1098
Someone is abusing me. I am scared.,Women Safety,3,women_1091
Someone is stalking me.,Women Safety,5,women_1091
"Fire broke out in the market, people are trapped.",Fire Emergency,5,fire_101
Someone hacked my facebook.,Cyber Crime,2,cyber_1930
Emergency! A car hit a biker at bridge.,Road Accident,5,ambulance_108
Emergency! There is a huge fire at office!,Fire Emergency,5,fire_101
"Fire broke out in the apartment, people are trapped.",Fire Emergency,5,fire_101
"I need someone to talk to, I am trapped. Need help now.",Mental Health Crisis,4,mental_health
A child is being beaten in the factory. Call police.,Child Helpline,4,child_1098
"Help! Lost child found at factory, looks lost.",Child Helpline,5,child_1098
My photos are being blocked on telegram. Please hurry.,Cyber Crime,1,cyber_1930
A man is harassing me and I feel unsafe. I am scared.,Women Safety,5,women_1091
Lost money from my bank account due to lottery scam.,Cyber Crime,1,cyber_1930
Urgent. Help! The kitchen is on fire!,Fire Emergency,5,fire_101
"Help! Reporting child labor at shop, baby is working there.",Child Helpline,5,child_1098
"I suspect child abuse next door, the little girl is always injured.",Child Helpline,3,child_1098
I feel empty and I am a burden.,Mental Health Crisis,4,mental_health
"I think I am being following, he is following me. Please hurry.",Women Safety,3,women_1091
My photos are being blocked on whatsapp.,Cyber Crime,1,cyber_1930
"Two cars crashed, people are stuck inside.",Road Accident,4,ambulance_108
"Lost child found at park, looks lost.",Child Helpline,4,child_1098
I am being harassing by a guy at park.,Women Safety,4,women_1091
Lost money from my bank account due to fake call.,Cyber Crime,2,cyber_1930
"Need help immediately at cab, group of men is trying to harassing me.",Women Safety,3,women_1091
Emergency! Help! The school is on fire!,Fire Emergency,5,fire_101
Emergency! Someone morphed my phone.,Cyber Crime,2,cyber_1930
"Reporting child labor at shop, kid is working there.",Child Helpline,5,child_1098
"Domestic violence happening at my neighbor's house, he is beating her. Need help now.",Domestic Violence,5,women_1091
Emergency! I received a fraud message asking for details.,Cyber Crime,3,cyber_1930
"Fire broke out in the kitchen, people are trapped.",Fire Emergency,5,fire_101
"Please save me, my brother-in-law is trying to hitting me. I am scared.",Domestic Violence,3,women_1091
I am being abusing by a stranger at metro station.,Women Safety,3,women_1091
I found a little boy who is injured at factory. Please hurry.,Child Helpline,4,child_1098
"My friend is talking about cutting myself, I'm scared.",Mental Health Crisis,3,mental_health
"I need someone to talk to, I am hopeless.",Mental Health Crisis,4,mental_health
"I want to killing myself, I can't take it anymore.",Mental Health Crisis,5,mental_health
"Please help. Please help, I am alone and guy is stalking me.",Women Safety,5,women_1091
Emergency! A man is touching me and I feel unsafe.,Women Safety,5,women_1091
"I need someone to talk to, I am suicidal. Call police.",Mental Health Crisis,4,mental_health
I found a baby who is scared at park.,Child Helpline,5,child_1098
"Reporting a lottery scam scam, they stole my OTP. Call police.",Cyber Crime,3,cyber_1930
"Having severe depression, please help.",Mental Health Crisis,5,mental_health
Call the fire brigade! market is burning.,Fire Emergency,5,fire_101
"Please help. Need help immediately at cab, man is trying to touching me.",Women Safety,5,women_1091
There is a massive fire at factory!,Fire Emergency,5,fire_101
"Need help immediately at cab, group of men is trying to abusing me. Please hurry.",Women Safety,3,women_1091
"Reporting a UPI fraud scam, they stole my money.",Cyber Crime,1,cyber_1930
Emergency! I am extremely suicidal and thinking of jumping off.,Mental Health Crisis,4,mental_health
Urgent. A man is abusing me and I feel unsafe.,Women Safety,5,women_1091
"Emergency! I think I am being harassing, he is following me.",Women Safety,4,women_1091
"Need help immediately at metro station, guy is trying to chasing me. Need help now.",Women Safety,3,women_1091
"Domestic violence happening at my neighbor's house, he is locking her.",Domestic Violence,5,women_1091
Emergency! I feel worthless and don't see a way out.,Mental Health Crisis,5,mental_health
"Having severe anxiety, please help.",Mental Health Crisis,4,mental_health
"Everything feels dark, I just want to suicide.",Mental Health Crisis,5,mental_health
"Reporting a lottery scam scam, they stole my identity.",Cyber Crime,1,cyber_1930
I am being touching by a driver at office. Please hurry.,Women Safety,4,women_1091
"Please help. Domestic violence happening at my neighbor's house, he is throwing things at her.",Domestic Violence,4,women_1091
I am being harassing by a stranger at dark street.,Women Safety,5,women_1091
"Please help, I am alone and man is threatening me.",Women Safety,3,women_1091
Call the fire brigade! factory is burning. I am scared.,Fire Emergency,5,fire_101
Urgent. Call the fire brigade! slum area is burning.,Fire Emergency,5,fire_101
There is a small fire at building!,Fire Emergency,5,fire_101
My photos are being morphed on internet.,Cyber Crime,3,cyber_1930
"Urgent. Two cars crashed, people are bleeding heavily.",Road Accident,5,ambulance_108
"Emergency! I want to taking pills, I can't take it anymore.",Mental Health Crisis,3,mental_health
"Need help immediately at metro station, man is trying to stalking me. Call police.",Women Safety,5,women_1091
"Hit and run case at main road, victim is injured.",Road Accident,4,ambulance_108
Emergency! A bike hit a old man at bridge.,Road Accident,5,ambulance_108
"Reporting child labor at park, minor is working there.",Child Helpline,4,child_1098
"Two cars crashed, people are not moving. Please hurry.",Road Accident,4,ambulance_108
"Urgent. Fire broke out in the office, people are trapped.",Fire Emergency,5,fire_101
"Having severe hallucinations, please help.",Mental Health Crisis,4,mental_health
A bike hit a biker at highway.,Road Accident,5,ambulance_108
He is drunk and threatening me and the kids.,Domestic Violence,5,women_1091
There is a huge fire at building!,Fire Emergency,5,fire_101
"My friend is talking about ending my life, I'm scared.",Mental Health Crisis,5,mental_health
A bike hit a old man at highway. Need help now.,Road Accident,4,ambulance_108
He is drunk and threatening me and the kids.,Domestic Violence,5,women_1091
"I think I am being touching, he is following me.",Women Safety,5,women_1091
I am extremely worthless and thinking of suicide.,Mental Health Crisis,3,mental_health
"Please help, I am alone and stranger is following me.",Women Safety,4,women_1091
"Lost child found at temple, looks lost.",Child Helpline,3,child_1098
"Emergency! Bad accident on the junction, unconscious. Call police.",Road Accident,4,ambulance_108
Please help. I received a fraud message asking for OTP.,Cyber Crime,2,cyber_1930
My partner is threatening me.,Domestic Violence,4,women_1091
"Hit and run case at main road, victim is not moving. Need help now.",Road Accident,5,ambulance_108
Help! The market is on fire!,Fire Emergency,5,fire_101
"Having severe anxiety, please help. Please hurry.",Mental Health Crisis,5,mental_health
Emergency! Call the fire brigade! school is burning.,Fire Emergency,5,fire_101
A truck hit a pedestrian at junction.,Road Accident,4,ambulance_108
"Domestic violence happening at my neighbor's house, he is threatening her.",Domestic Violence,4,women_1091
Someone is following me.,Women Safety,5,women_1091
Urgent. I received a phishing link asking for identity.,Cyber Crime,2,cyber_1930
Lost money from my bank account due to phishing link.,Cyber Crime,2,cyber_1930
"Need help immediately at park, man is trying to threatening me.",Women Safety,5,women_1091
"Please help, I am alone and driver is chasing me.",Women Safety,5,women_1091
I found a little girl who is hungry at street.,Child Helpline,3,child_1098
"Reporting a fraud message scam, they stole my password.",Cyber Crime,2,cyber_1930
My photos are being shared on whatsapp. Please hurry.,Cyber Crime,3,cyber_1930
I am being stalking by a stranger at metro station.,Women Safety,4,women_1091
I am extremely depressed and thinking of suicide.,Mental Health Crisis,4,mental_health
"I am scared of my father, he is abusing me.",Domestic Violence,5,women_1091
Someone blocked my phone. Please hurry.,Cyber Crime,2,cyber_1930
A man is following me and I feel unsafe. Need help now.,Women Safety,5,women_1091
"Lost child found at temple, looks injured. I am scared.",Child Helpline,4,child_1098
"I suspect child abuse next door, the minor is always lost.",Child Helpline,5,child_1098
I found a baby who is hungry at shop.,Child Helpline,5,child_1098
"Need ambulance immediately at crossing, truck accident.",Road Accident,5,ambulance_108
"I want to suicide, I can't take it anymore.",Mental Health Crisis,4,mental_health
I found a kid who is injured at park.,Child Helpline,3,child_1098
I feel trapped and I am a burden.,Mental Health Crisis,3,mental_health
Someone morphed my phone.,Cyber Crime,3,cyber_1930
"I am scared of my husband, he is abusing me.",Domestic Violence,3,women_1091
I see flames coming from the kitchen.,Fire Emergency,5,fire_101
"Need ambulance immediately at crossing, truck accident.",Road Accident,5,ambulance_108
"I think I am being stalking, he is following me.",Women Safety,5,women_1091
My photos are being shared on social media. Please hurry.,Cyber Crime,2,cyber_1930
"Having severe anxiety, please help.",Mental Health Crisis,4,mental_health
"Please save me, my father is trying to hitting me.",Domestic Violence,5,women_1091
"I am scared of my father, he is throwing things at me.",Domestic Violence,4,women_1091
"Having severe breakdown, please help. Need help now.",Mental Health Crisis,5,mental_health
I am being harassing by a stranger at dark street.,Women Safety,4,women_1091
A child is being beaten in the park.,Child Helpline,4,child_1098
"Urgent. Reporting child labor at shop, baby is working there.",Child Helpline,4,child_1098
"I am scared of my husband, he is hitting me.",Domestic Violence,3,women_1091
Help! The slum area is on fire! Need help now.,Fire Emergency,5,fire_101
"Lost child found at park, looks crying.",Child Helpline,3,child_1098
"Domestic violence happening at my neighbor's house, he is threatening her.",Domestic Violence,5,women_1091
Help! The apartment is on fire!,Fire Emergency,5,fire_101
"Fire broke out in the school, people are trapped.",Fire Emergency,5,fire_101
Please help. My husband is locking me.,Domestic Violence,4,women_1091
"Need help immediately at the bus stop, guy is trying to chasing me.",Women Safety,4,women_1091
A man is threatening me and I feel unsafe.,Women Safety,4,women_1091
"Need help immediately at park, man is trying to harassing me.",Women Safety,3,women_1091
"Domestic violence happening at my neighbor's house, he is locking her.",Domestic Violence,3,women_1091
"Having severe breakdown, please help.",Mental Health Crisis,4,mental_health
"Emergency! Lost child found at temple, looks bruised.",Child Helpline,5,child_1098
"Bad accident on the bridge, unconscious.",Road Accident,4,ambulance_108
Someone blocked my facebook.,Cyber Crime,3,cyber_1930
I am extremely worthless and thinking of killing myself.,Mental Health Crisis,4,mental_health
I am extremely anxious and thinking of suicide.,Mental Health Crisis,3,mental_health
I received a lottery scam asking for password. Please hurry.,Cyber Crime,3,cyber_1930
"Two cars crashed, people are not moving.",Road Accident,5,ambulance_108
"I need someone to talk to, I am trapped.",Mental Health Crisis,3,mental_health
I am extremely empty and thinking of taking pills.,Mental Health Crisis,4,mental_health
A bike hit a pedestrian at highway. I am scared.,Road Accident,5,ambulance_108
Someone is touching me.,Women Safety,4,women_1091
"Need help immediately at cab, driver is trying to stalking me.",Women Safety,3,women_1091
"Need ambulance immediately at highway, bike accident.",Road Accident,5,ambulance_108
"Help! Bad accident on the crossing, not moving.",Road Accident,4,ambulance_108
My photos are being leaked on internet. I am scared.,Cyber Crime,3,cyber_1930
Urgent. I found a minor who is lost at temple.,Child Helpline,4,child_1098
Please help. Call the fire brigade! school is burning. Call police.,Fire Emergency,5,fire_101
"Two cars crashed, people are unconscious.",Road Accident,4,ambulance_108
"Reporting child labor at street, kid is working there.",Child Helpline,3,child_1098
"Need help immediately at park, man is trying to stalking me.",Women Safety,5,women_1091
Help! I am being following by a driver at park. Please hurry.,Women Safety,4,women_1091
"Reporting a phishing link scam, they stole my identity.",Cyber Crime,2,cyber_1930
Call the fire brigade! factory is burning.,Fire Emergency,5,fire_101
A man is touching me and I feel unsafe.,Women Safety,3,women_1091
"I need someone to talk to, I am anxious.",Mental Health Crisis,5,mental_health
"Emergency! I am scared of my father, he is beating me.",Domestic Violence,4,women_1091
Lost money from my bank account due to UPI fraud.,Cyber Crime,3,cyber_1930
Help! My photos are being hacked on telegram.,Cyber Crime,1,cyber_1930
"Fire broke out in the office, people are trapped. Please hurry.",Fire Emergency,5,fire_101
Emergency! A bus hit a child at crossing.,Road Accident,4,ambulance_108
He is drunk and locking me and the kids.,Domestic Violence,4,women_1091
Help! The school is on fire! I am scared.,Fire Emergency,5,fire_101
Electric short circuit caused a fire in office. Need help now.,Fire Emergency,5,fire_101
Please help. Someone hacked my bank account.,Cyber Crime,1,cyber_1930
"I want to suicide, I can't take it anymore. Need help now.",Mental Health Crisis,3,mental_health
I feel depressed and nobody cares. Need help now.,Mental Health Crisis,5,mental_health
Call the fire brigade! slum area is burning. Please hurry.,Fire Emergency,5,fire_101
A man is touching me and I feel unsafe.,Women Safety,4,women_1091
I received a lottery scam asking for money.,Cyber Crime,3,cyber_1930
"Please help. My friend is talking about cutting myself, I'm scared.",Mental Health Crisis,3,mental_health
A child is being trafficked in the factory.,Child Helpline,5,child_1098
"Need ambulance immediately at junction, car accident.",Road Accident,5,ambulance_108
"My friend is talking about ending my life, I'm scared.",Mental Health Crisis,3,mental_health
"Bad accident on the main road, bleeding heavily. Call police.",Road Accident,5,ambulance_108
Lost money from my bank account due to phishing link.,Cyber Crime,3,cyber_1930
"I suspect child abuse next door, the kid is always lost.",Child Helpline,5,child_1098
A bus hit a pedestrian at main road. I am scared.,Road Accident,4,ambulance_108
Help! A man is stalking me and I feel unsafe.,Women Safety,5,women_1091
"Help! I need someone to talk to, I am hopeless. Please hurry.",Mental Health Crisis,4,mental_health
Someone is following me.,Women Safety,4,women_1091
I am being following by a driver at park.,Women Safety,3,women_1091
"Help! I want to killing myself, I can't take it anymore.",Mental Health Crisis,4,mental_health
"I suspect child abuse next door, the kid is always scared.",Child Helpline,3,child_1098
He is drunk and threatening me and the kids.,Domestic Violence,3,women_1091
"Please help, I am alone and guy is following me.",Women Safety,5,women_1091
"I need someone to talk to, I am worthless.",Mental Health Crisis,5,mental_health
"Need help immediately at the bus stop, stranger is trying to touching me.",Women Safety,4,women_1091
"Need help immediately at park, guy is trying to threatening me.",Women Safety,3,women_1091
Electric short circuit caused a fire in market.,Fire Emergency,5,fire_101
"Urgent. I need someone to talk to, I am suicidal.",Mental Health Crisis,3,mental_health
"Emergency! Reporting child labor at shop, minor is working there.",Child Helpline,3,child_1098
"Help! Lost child found at temple, looks injured.",Child Helpline,4,child_1098
A bus hit a old man at bridge.,Road Accident,5,ambulance_108
I see thick smoke coming from the apartment.,Fire Emergency,5,fire_101
"Two cars crashed, people are bleeding heavily.",Road Accident,4,ambulance_108
Lost money from my bank account due to fake call.,Cyber Crime,1,cyber_1930
"Urgent. Hit and run case at crossing, victim is unconscious.",Road Accident,4,ambulance_108
Please help. I found a little girl who is hungry at street.,Child Helpline,3,child_1098
"Please help. Hit and run case at bridge, victim is bleeding heavily.",Road Accident,5,ambulance_108
"Reporting a fraud message scam, they stole my money.",Cyber Crime,1,cyber_1930
"Urgent. Hit and run case at crossing, victim is stuck inside.",Road Accident,5,ambulance_108
"Having severe panic attacks, please help.",Mental Health Crisis,4,mental_health
"Reporting a phishing link scam, they stole my money. Please hurry.",Cyber Crime,2,cyber_1930
Someone blocked my bank account.,Cyber Crime,3,cyber_1930
Someone hacked my bank account.,Cyber Crime,2,cyber_1930
"Reporting child labor at street, little girl is working there. Call police.",Child Helpline,3,child_1098
I see flames coming from the office.,Fire Emergency,5,fire_101
"Need ambulance immediately at crossing, bus accident.",Road Accident,5,ambulance_108
"Everything feels unbearable, I just want to cutting myself. Need help now.",Mental Health Crisis,4,mental_health
"Emergency! Having severe breakdown, please help.",Mental Health Crisis,3,mental_health
"I am scared of my brother-in-law, he is beating me. Need help now.",Domestic Violence,5,women_1091
Urgent. I am extremely hopeless and thinking of killing myself.,Mental Health Crisis,3,mental_health
"I want to cutting myself, I can't take it anymore.",Mental Health Crisis,4,mental_health
There is a huge fire at apartment!,Fire Emergency,5,fire_101
"Please help. Need ambulance immediately at crossing, bike accident.",Road Accident,5,ambulance_108
"Two cars crashed, people are stuck inside.",Road Accident,5,ambulance_108
"Lost child found at street, looks injured.",Child Helpline,3,child_1098
"Having severe panic attacks, please help. Please hurry.",Mental Health Crisis,3,mental_health
He is drunk and locking me and the kids. I am scared.,Domestic Violence,5,women_1091
"Reporting child labor at shop, little girl is working there. Call police.",Child Helpline,4,child_1098
"I am scared of my husband, he is hitting me.",Domestic Violence,5,women_1091
"Urgent. Hit and run case at main road, victim is stuck inside.",Road Accident,4,ambulance_108
Emergency! A man is harassing me and I feel unsafe.,Women Safety,4,women_1091
Urgent. I found a little girl who is lost at railway station.,Child Helpline,3,child_1098
A child is being trafficked in the street. Need help now.,Child Helpline,3,child_1098
"Help! Having severe panic attacks, please help.",Mental Health Crisis,3,mental_health
"Fire broke out in the slum area, people are trapped.",Fire Emergency,5,fire_101
"I think I am being touching, he is following me.",Women Safety,4,women_1091
"Reporting a fraud message scam, they stole my password.",Cyber Crime,3,cyber_1930
I feel empty and I am a burden.,Mental Health Crisis,4,mental_health
"Domestic violence happening at my neighbor's house, he is abusing her.",Domestic Violence,4,women_1091
Someone is touching me. Need help now.,Women Safety,4,women_1091
Help! The office is on fire! Please hurry.,Fire Emergency,5,fire_101
"I am scared of my brother-in-law, he is beating me.",Domestic Violence,3,women_1091
A truck hit a pedestrian at highway.,Road Accident,4,ambulance_108
"My friend is talking about ending my life, I'm scared.",Mental Health Crisis,4,mental_health
"Reporting a fraud message scam, they stole my money. Please hurry.",Cyber Crime,3,cyber_1930
"Emergency! Two cars crashed, people are unconscious.",Road Accident,4,ambulance_108
"Reporting child labor at shop, baby is working there. I am scared.",Child Helpline,4,child_1098
I am extremely worthless and thinking of taking pills.,Mental Health Crisis,3,mental_health
"Please save me, my husband is trying to threatening me. Call police.",Domestic Violence,4,women_1091
A bike hit a child at highway.,Road Accident,5,ambulance_108
I found a kid who is scared at park. Need help now.,Child Helpline,5,child_1098
"Fire broke out in the building, people are trapped.",Fire Emergency,5,fire_101
I am being touching by a group of men at dark street. Please hurry.,Women Safety,3,women_1091
"I need someone to talk to, I am suicidal.",Mental Health Crisis,3,mental_health
I see thick smoke coming from the office.,Fire Emergency,5,fire_101
"I want to cutting myself, I can't take it anymore.",Mental Health Crisis,3,mental_health
Someone leaked my facebook.,Cyber Crime,1,cyber_1930
"Two cars crashed, people are stuck inside.",Road Accident,5,ambulance_108
"Please help, I am alone and stranger is chasing me. Please hurry.",Women Safety,3,women_1091
"Having severe breakdown, please help.",Mental Health Crisis,4,mental_health
"Two cars crashed, people are unconscious. Need help now.",Road Accident,4,ambulance_108
"Help! Reporting child labor at factory, little girl is working there.",Child Helpline,3,child_1098
"Domestic violence happening at my neighbor's house, he is beating her.",Domestic Violence,4,women_1091
"I suspect child abuse next door, the minor is always hungry.",Child Helpline,5,child_1098
"Urgent. I am scared of my husband, he is throwing things at me.",Domestic Violence,5,women_1091
"I am scared of my partner, he is locking me.",Domestic Violence,4,women_1091
Urgent. A bike hit a pedestrian at bridge.,Road Accident,5,ambulance_108
"Everything feels unbearable, I just want to ending my life.",Mental Health Crisis,4,mental_health
"Two cars crashed, people are unconscious. I am scared.",Road Accident,5,ambulance_108
"Domestic violence happening at my neighbor's house, he is threatening her.",Domestic Violence,5,women_1091
"Domestic violence happening at my neighbor's house, he is hitting her.",Domestic Violence,5,women_1091
"My friend is talking about ending my life, I'm scared.",Mental Health Crisis,4,mental_health
Someone hacked my bank account.,Cyber Crime,3,cyber_1930
"My friend is talking about cutting myself, I'm scared.",Mental Health Crisis,5,mental_health
Lost money from my bank account due to phishing link.,Cyber Crime,3,cyber_1930
"Emergency! Fire broke out in the slum area, people are trapped.",Fire Emergency,5,fire_101
"Emergency! Domestic violence happening at my neighbor's house, he is hitting her. Call police.",Domestic Violence,4,women_1091
"I need someone to talk to, I am empty. Please hurry.",Mental Health Crisis,4,mental_health
"Lost child found at shop, looks lost.",Child Helpline,5,child_1098
Emergency! He is drunk and abusing me and the kids.,Domestic Violence,3,women_1091
Someone morphed my email.,Cyber Crime,3,cyber_1930
"Fire broke out in the building, people are trapped.",Fire Emergency,5,fire_101
I found a baby who is hungry at temple.,Child Helpline,3,child_1098
Help! Electric short circuit caused a fire in slum area. Please hurry.,Fire Emergency,5,fire_101
"I suspect child abuse next door, the baby is always injured.",Child Helpline,4,child_1098
"Having severe breakdown, please help.",Mental Health Crisis,4,mental_health
Urgent. My photos are being hacked on whatsapp. I am scared.,Cyber Crime,2,cyber_1930
Please help. A bus hit a pedestrian at highway.,Road Accident,4,ambulance_108
A truck hit a old man at bridge.,Road Accident,4,ambulance_108
"Bad accident on the crossing, stuck inside.",Road Accident,5,ambulance_108
"Bad accident on the highway, injured.",Road Accident,4,ambulance_108
"Urgent. I am scared of my husband, he is hitting me.",Domestic Violence,4,women_1091
"I am scared of my husband, he is beating me. Call police.",Domestic Violence,5,women_1091
"Please help, I am alone and group of men is following me.",Women Safety,4,women_1091
"I want to killing myself, I can't take it anymore.",Mental Health Crisis,4,mental_health
"Hit and run case at crossing, victim is stuck inside.",Road Accident,5,ambulance_108
"Domestic violence happening at my neighbor's house, he is threatening her.",Domestic Violence,3,women_1091
Urgent. My photos are being hacked on whatsapp.,Cyber Crime,1,cyber_1930
"Emergency! Need ambulance immediately at main road, car accident.",Road Accident,4,ambulance_108
Urgent. He is drunk and throwing things at me and the kids.,Domestic Violence,3,women_1091
"Help! Lost child found at factory, looks crying.",Child Helpline,4,child_1098
"I need someone to talk to, I am worthless. Call police.",Mental Health Crisis,4,mental_health
"Reporting a fraud message scam, they stole my OTP.",Cyber Crime,1,cyber_1930
Lost money from my bank account due to fraud message. Please hurry.,Cyber Crime,1,cyber_1930
My husband is abusing me. Need help now.,Domestic Violence,5,women_1091
"Urgent. Everything feels unbearable, I just want to taking pills.",Mental Health Crisis,4,mental_health
"My friend is talking about cutting myself, I'm scared.",Mental Health Crisis,3,mental_health
"My friend is talking about taking pills, I'm scared.",Mental Health Crisis,5,mental_health
"Bad accident on the main road, stuck inside. Please hurry.",Road Accident,5,ambulance_108
I am extremely worthless and thinking of taking pills.,Mental Health Crisis,4,mental_health
Urgent. I see thick smoke coming from the office.,Fire Emergency,5,fire_101
There is a huge fire at office! Need help now.,Fire Emergency,5,fire_101
"Everything feels pointless, I just want to suicide. I am scared.",Mental Health Crisis,4,mental_health
"Reporting child labor at factory, baby is working there.",Child Helpline,5,child_1098
Call the fire brigade! apartment is burning.,Fire Emergency,5,fire_101
"Two cars crashed, people are unconscious.",Road Accident,5,ambulance_108
"Two cars crashed, people are injured.",Road Accident,4,ambulance_108
"Having severe hallucinations, please help.",Mental Health Crisis,5,mental_health
I am extremely empty and thinking of ending my life.,Mental Health Crisis,4,mental_health
Please help. I feel anxious and I am a burden. Need help now.,Mental Health Crisis,4,mental_health
Lost money from my bank account due to phishing link. Please hurry.,Cyber Crime,2,cyber_1930
"Help! Hit and run case at main road, victim is bleeding heavily.",Road Accident,5,ambulance_108
"Urgent. Please help, I am alone and driver is threatening me.",Women Safety,5,women_1091
Urgent. A man is stalking me and I feel unsafe.,Women Safety,3,women_1091
"Urgent. Two cars crashed, people are bleeding heavily.",Road Accident,5,ambulance_108
"Fire broke out in the school, people are trapped.",Fire Emergency,5,fire_101
A child is being beaten in the factory.,Child Helpline,4,child_1098
"Urgent. Domestic violence happening at my neighbor's house, he is threatening her. Please hurry.",Domestic Violence,3,women_1091
"Fire broke out in the office, people are trapped.",Fire Emergency,5,fire_101
I see sparks coming from the market.,Fire Emergency,5,fire_101
"Please help, I am alone and driver is stalking me.",Women Safety,3,women_1091
I feel lonely and nobody cares.,Mental Health Crisis,5,mental_health
Someone is abusing me.,Women Safety,3,women_1091
"Reporting a phishing link scam, they stole my identity. Call police.",Cyber Crime,2,cyber_1930
I am being harassing by a group of men at office.,Women Safety,4,women_1091
"Please help. I need someone to talk to, I am worthless.",Mental Health Crisis,4,mental_health
I received a fake call asking for password.,Cyber Crime,2,cyber_1930
"Domestic violence happening at my neighbor's house, he is throwing things at her. Please hurry.",Domestic Violence,3,women_1091
"I think I am being harassing, he is following me.",Women Safety,4,women_1091
"I am scared of my partner, he is throwing things at me.",Domestic Violence,4,women_1091
"I suspect child abuse next door, the minor is always hungry.",Child Helpline,3,child_1098
I received a fake call asking for details.,Cyber Crime,3,cyber_1930
Someone hacked my bank account.,Cyber Crime,1,cyber_1930
Help! A bike hit a biker at junction. Call police.,Road Accident,5,ambulance_108
Help! I see sparks coming from the apartment.,Fire Emergency,5,fire_101
Help! The office is on fire!,Fire Emergency,5,fire_101
"Need help immediately at cab, driver is trying to chasing me.",Women Safety,4,women_1091
My brother-in-law is abusing me.,Domestic Violence,5,women_1091
"Everything feels dark, I just want to killing myself.",Mental Health Crisis,4,mental_health
"Please save me, my partner is trying to abusing me.",Domestic Violence,5,women_1091
"Domestic violence happening at my neighbor's house, he is threatening her. I am scared.",Domestic Violence,5,women_1091
Call the fire brigade! building is burning.,Fire Emergency,5,fire_101
Someone is touching me.,Women Safety,5,women_1091
"Need help immediately at park, driver is trying to threatening me.",Women Safety,4,women_1091
"Hit and run case at junction, victim is unconscious. Please hurry.",Road Accident,5,ambulance_108
"Need ambulance immediately at highway, truck accident.",Road Accident,4,ambulance_108
